userid,catid,rating
7334884,915,2
9274831,18688,6
16207723,4218,1
11336724,13904,1
7095420,4516,6
10533128,12899,1
9837118,10746,16
17714456,18265,11
10870675,3651,11
5092128,5472,4
6146829,18828,6
19799773,3651,6
9152525,12965,1
22553933,8976,1
3825241,8004,4
12537005,11772,8
9695204,3309,12
20123593,15459,14
3472344,10746,14
6756901,10746,4
16892359,12899,1
5719187,8733,2
16369498,11881,10
10314145,12370,1
22437478,17943,1
20255982,10071,14
2553415,4516,8
18067149,4892,1
12620380,6858,20
16309807,7354,1
20358785,4516,2
52307,8114,1
10528077,3190,16
9610227,16957,1
4170960,9750,5
16193178,11772,28
22553933,4287,2
22128411,10746,2
9841964,16957,14
3668944,17943,1
9489859,12910,1
19823970,12370,1
1985980,8144,14
11409764,8144,6
11716223,18732,1
7907887,11196,3
17488384,6125,8
6928118,10746,4
18988679,11196,2
21639644,6856,4
21394374,8144,4
12851513,11039,2
20835593,10746,13
17162179,1674,1
20123593,5017,2
21295460,8144,8
6313895,18265,8
13648287,8303,3
6943577,11881,9
18947016,12707,1
17831247,18265,28
7443288,12899,1
4906880,10746,2
14265174,12332,1
12720004,12800,2
9611240,17071,4
2666135,12420,1
353044,11019,5
13573269,4415,2
21872447,3309,12
1798803,18853,4
5719187,9787,1
161465,12334,1
4170960,3651,2
4092381,18265,9
13265351,10746,4
4320403,67,8
10067908,6482,12
15640592,1233,9
18738445,10746,22
18405231,13129,2
7888018,5494,2
16104991,6541,2
12046522,18265,22
8580045,6858,2
16118710,4516,2
14739743,17562,2
6025312,17385,10
11500242,18265,14
22796204,88,2
1533,6858,10
15938571,7378,2
18518636,6858,10
2242499,5075,1
8447219,11739,2
5601933,8725,2
5394352,6856,2
16189152,4948,4
21019881,16365,2
21628756,18253,1
11568109,7378,4
16377866,18917,1
10322713,4341,2
15033172,12899,2
12262706,18690,5
6490450,10594,14
21407423,1459,1
22214219,8759,2
980974,8144,3
20240563,6437,16
20820515,5370,2
11972014,19447,2
6478007,4487,1
975915,16814,4
13876943,12975,12
13437164,12372,2
20123593,7149,2
1300013,8908,2
20009593,9608,4
14330987,6858,6
20710208,8811,12
4862088,18265,6
8139780,12899,1
10222550,8303,2
11332319,3651,20
9715081,3651,2
20357931,18265,39
11584273,10746,10
12041430,10447,1
7522003,7996,1
20943358,7149,2
2083548,11881,2
21864681,10302,2
21190053,9787,1
117012,18265,11
3826266,2543,2
9844476,12973,1
8257085,2543,8
10756293,17489,4
33445,1860,1
12720004,10192,1
3023237,16899,2
12262350,8144,7
19676488,4892,1
2298461,915,2
8230636,10746,1
18428612,12606,2
16664265,11933,1
17233201,18102,14
16089346,18265,82
23018147,18265,17
19555144,3190,6
3074007,8144,2
13585,1674,6
14964847,3651,10
18523299,18265,12
17811564,5108,7
7755996,18265,23
19904297,8144,4
8916793,18265,8
13313030,11196,4
4419812,19656,8
13788104,18853,18
5958727,19855,3
3355474,10137,1
11679462,12899,1
8368193,12370,3
3384217,16366,1
20123593,10533,6
20123593,11342,40
22140732,7378,5
12643812,16854,8
20123593,7178,20
22553933,14584,1
18165836,19040,1
11795547,12899,10
4630405,18853,22
583775,10594,1
1550011,19656,6
967949,7354,2
2439138,4892,1
4777269,13881,2
22214219,6858,12
8922205,4319,1
10648862,5108,30
18410587,18253,1
23014906,10746,1
9968762,18265,11
33445,1674,4
21110928,18265,2
11683774,18870,5
1557767,13912,10
8720533,17489,2
19091869,3309,6
12163423,3651,2
8957109,6494,8
10646863,14304,1
12032772,12899,2
7457527,915,5
20896443,10594,1
17142394,10302,4
3493402,3651,2
2588639,6858,10
22056702,18265,14
237742,4892,7
8683220,4892,2
12583040,16204,1
5095303,6494,14
9840566,6012,1
1391881,6516,3
18858247,4516,2
20045940,10594,4
11798658,1345,4
13585,2620,1
4889821,15568,1
14463499,19501,1
3482077,18844,4
8098043,10594,2
10870675,7177,4
4397897,1766,30
3523009,11772,1
20470409,1233,14
3013887,13894,10
20272972,4374,1
3254233,10746,18
1402621,11881,8
8791064,4516,1
13663752,10181,5
15892870,19656,52
14387151,11881,4
20988427,12899,1
16821744,5078,2
10813465,17842,1
9840685,16463,1
22505924,10265,13
3878407,12899,7
12976900,18853,2
20586451,16204,1
8806690,4287,2
9650260,8144,20
8799428,3238,58
11225791,3151,8
18883441,9258,5
19676488,7887,3
3241402,10656,114
12720004,3309,1
4082552,10746,26
4870929,10999,1
17846199,16814,2
6262360,18265,10
12625590,1379,6
2100795,3309,4
7165,7990,1
20403918,10640,3
23017541,11919,2
19121084,303,2
21401835,12109,3
18274177,10746,10
14350908,10137,4
9960165,15389,2
10768367,9750,1
18652957,18265,25
7763329,17189,1
18397650,6856,2
14610646,18148,12
9761499,3303,2
9262286,11000,10
705135,4628,2
20123593,11919,10
7303797,9835,2
15986009,7378,26
19896101,16163,8
13231453,7378,6
14118950,16366,4
16545063,16784,2
12284468,8303,1
16676515,11772,4
11695556,18265,22
17259988,18253,2
16426989,19656,34
10132260,4283,2
7755996,11039,44
22593736,303,1
15618828,9516,2
10103422,18830,2
19900046,9516,1
19835990,18690,1
15422015,15890,1
967949,1766,2
8823307,11772,1
3241402,10594,8
8922205,8144,2
11795664,4283,1
11913998,16899,1
15283695,8144,3
9976550,18265,9
5133672,12370,1
4305953,3238,2
21396505,8144,4
4417586,3651,8
22988271,19040,2
12301132,16366,1
465863,12370,2
6572125,10265,1
6949027,10544,8
7570582,6856,1
9060408,12899,17
11502320,10746,6
18756563,17489,27
18883441,8144,10
12836035,9516,8
7654920,10985,1
15311887,13274,2
1851795,4341,2
1518375,16365,1
15392241,16366,1
6828706,19419,2
13307653,7378,5
12375700,12372,2
5575790,6552,2
13307494,3561,14
10132260,17609,1
14340963,18265,7
20025160,4461,2
14596154,10746,2
13940186,10593,4
11837712,10656,4
7638851,12370,1
22788352,10286,1
13776709,17249,3
20011861,1233,37
4175103,10099,2
19201811,17475,15
6824756,10594,1
20123593,17026,20
10800828,3651,7
7295531,6747,12
8453819,8367,2
3366776,12370,1
9804219,7378,4
1652349,7759,2
1973136,3651,7
21988742,2044,2
4646356,12899,5
20825232,10746,26
16451350,915,20
5091441,12795,11
17166144,17071,8
8274488,3651,1
1710429,13201,2
13190890,9618,10
20733154,7378,4
12761653,1127,1
18441965,15389,1
10762822,18262,14
21652278,8144,8
15001348,12899,1
16589754,6856,2
12488122,10594,8
8129167,18265,43
13694812,3651,11
17490779,11881,4
6142556,10264,1
11800232,7378,38
160429,6482,11
8805755,17020,6
122322,9329,2
20123593,18198,2
20936884,13163,3
21758432,6482,2
12169685,19466,4
16207723,3651,3
20710208,19034,2
17004262,3309,1
4481091,16082,1
17002648,19855,4
8220195,18265,28
12608583,4374,9
10342905,10265,2
15398820,10639,1
17028518,12899,1
10418677,10594,4
14152496,8023,11
713600,7047,2
14267137,6858,1
15148936,18853,2
4512527,11995,1
15962950,3309,110
3272960,16997,4
8563721,8367,26
7303393,8294,1
18508441,14214,38
7659682,19656,4
1797325,19034,2
22745260,12726,6
2320969,3309,8
5137993,10533,1
6040168,15704,2
10642913,9399,1
14980159,7953,4
6261091,19089,23
403742,12974,3
22800282,6858,2
16788148,12899,1
19453437,17385,2
11458287,12005,18
610969,10442,2
2674882,6856,1
18400342,1196,1
20123593,4206,2
15859204,4477,6
18390126,18844,1
2674882,19501,2
20155103,19245,6
20109865,8714,2
15292375,9893,2
22334431,10746,10
3636561,9385,1
14816040,9787,2
1620539,17166,1
8592380,18265,2
11569390,10746,24
20586451,1527,2
20123593,10062,4
7758228,4516,43
7875414,6482,12
9897481,19089,2
9483496,8751,5
7412563,10746,2
20141740,10594,8
7881341,11933,3
1999428,18265,2
945917,19633,1
11965541,7378,4
22108636,3092,22
12490113,12519,4
15958933,18853,1
20123593,10404,10
3480266,6444,1
1640027,2543,2
15623998,9843,2
6948390,18265,14
9875494,18265,4
7902312,1233,2
11496838,16806,1
2480494,12899,2
15843282,6426,10
11683355,12899,4
14850008,5204,1
20586451,7047,1
4775243,16644,1
4974555,18265,10
21861045,17384,2
9259636,1339,4
10769137,16081,1
16548670,13881,4
16900274,16868,109
8560281,8810,8
13323221,12370,1
1751786,16367,1
17933187,12816,4
4175103,17673,1
18624139,8815,2
13908927,6747,6
3395689,6125,1
18300839,12645,2
12894800,18265,4
7524248,3651,1
10768367,11039,42
13922637,19656,4
21538991,10746,10
4784455,3651,2
20357880,7149,2
360838,8815,14
13136991,13087,2
13116146,11039,14
3951183,6482,4
14013853,3530,1
16189152,6125,22
696749,3651,4
1658287,3309,1
15853891,7869,2
9276381,12334,2
7716834,13881,8
4212180,12003,2
14350908,18725,2
3951005,19250,8
22550340,10656,4
20008561,6012,14
20123593,5078,28
1999428,747,5
7035614,10656,18
2439138,3561,2
1197349,6858,18
1170190,6856,2
4860069,19656,2
5532989,4516,1
20613784,12889,2
21327236,10656,1
4328630,915,68
5556324,10447,3
10309588,4516,2
20128068,10594,2
20240563,6509,14
20123593,17863,2
1165760,18689,1
1893109,18265,2
17933187,10447,6
13530551,7378,11
1280461,13889,2
7405981,18853,2
6599714,6012,9
117274,12372,1
9844697,1728,1
15862808,12220,1
18051545,19656,9
16804910,3309,10
12979030,10640,34
2812034,12334,1
1390638,9329,1
20123593,16862,2
7689367,3238,1
12408734,10641,2
11681688,1127,2
17734382,18853,10
19942165,18265,6
6034631,12370,1
5336610,6858,14
20588386,10746,57
19739196,12899,1
1976596,2331,22
5785594,17887,1
357962,7759,2
19084043,19501,3
16788237,5861,1
2778439,19805,1
1391881,6309,9
22338189,10746,2
15744904,18265,2
2440027,14696,3
21557674,12370,1
5436863,5886,6
3590035,18265,6
20369332,3651,24
10294139,17489,2
22916724,7702,1
12024553,4341,2
5436947,18828,2
8712542,3651,1
20798915,4415,2
18741400,8976,2
7763329,4219,4
20123593,5690,10
8728301,12315,1
18518887,11442,1
10214994,3651,1
22677397,12567,2
3850750,12370,1
6597481,11039,2
15170643,4892,1
18399620,15470,5
5556324,10594,2
8261301,14299,1
20123593,8938,2
17142394,10746,10
16189152,6012,67
403742,13893,16
20293610,18265,2
17172716,17943,2
6824756,11583,15
2002182,7953,8
17162179,2543,1
12248856,1728,7
4412300,10746,2
5802630,17620,1
9753264,15389,1
7303797,4341,1
20587714,12973,1
22225495,17071,9
15772452,16366,2
2680658,11039,2
18624139,11036,7
10227316,18911,1
11357206,19074,1
22379215,12899,1
15818970,12899,1
6155248,8144,2
15958933,19020,1
7763329,16868,2
9968762,9843,1
9132118,9495,2
10069722,16899,3
10308426,11039,48
17232355,11999,10
1432772,19656,2
8589437,18265,48
10468512,12370,1
18754555,11000,2
15536009,6858,2
20141740,10746,3
5719187,10137,1
17004044,3303,3
9508716,19501,1
13881129,12899,2
9492929,6185,3
9830777,4374,10
13792190,19634,10
2675330,5166,1
10768373,7225,2
19227098,18265,6
22215238,1345,1
1424089,4435,4
9184017,1728,6
4052195,16357,1
5209427,6301,1
3970476,8725,6
13585,3131,14
2314066,10137,2
17539020,10746,2
9381747,8144,6
3477610,6858,22
7526017,11772,14
1518697,16686,1
957801,18265,4
1557767,12899,4
23066853,8714,2
701666,6482,1
11847140,19649,1
3181224,7354,8
13807000,18945,3
20895511,10181,2
3052235,19089,2
16007779,4628,4
5791288,18265,2
9830508,6856,1
19232039,10594,3
14348671,19466,3
21523826,13881,4
1968410,3651,2
20820486,10447,2
7781742,18265,25
10429923,8144,8
3759454,12370,1
22354926,10265,19
8374425,4309,12
2205663,6645,2
21278989,6439,8
19556906,8144,8
23050567,8815,4
15747284,17071,2
12866691,18265,1
481138,12370,1
20123593,19012,2
11345088,16205,1
14739743,12899,1
18399620,15509,7
22553933,6252,1
19935809,18265,2
8725084,3190,10
19778217,16366,4
11100171,12370,1
17118013,8510,11
12720004,5354,1
7793534,16744,3
19662033,10265,8
2927527,18265,2
12520500,8680,2
9210189,12370,1
14733300,4516,2
14352394,6858,19
11454722,16753,2
5095303,6482,59
5328796,8951,2
18883441,3190,6
3137426,10746,4
9635068,7759,1
12497452,10264,1
19548041,6858,2
6599952,18265,4
8109802,18853,4
18909245,18262,8
21196848,12495,1
2094055,4516,4
125216,17129,2
11593989,12370,1
21190780,16205,3
15989121,17421,2
7543091,19501,10
14463499,19089,1
4052997,11039,8
1165760,4725,2
13069966,16868,2
19709353,18264,4
19548041,16244,1
13817711,10594,7
18076735,12899,10
13330281,3303,1
6828706,13987,12
12259360,19656,2
5381205,3651,1
6138581,398,13
3304870,6858,2
9602102,4341,1
13382212,11039,2
17969049,4251,2
22826537,8303,1
20255229,16868,2
21132363,12370,1
10438650,1345,25
2924592,11447,1
11952984,1667,2
20403041,18265,2
5804695,10302,9
17048637,10265,10
19343567,7378,3
19225083,10265,2
14465607,10746,8
1643623,16957,10
21320911,1233,2
3736954,10746,3
9338294,10447,2
6402113,11039,1
1197349,7378,2
1188614,5848,9
20749029,12726,10
20936567,11671,2
3951183,4,16
19549231,12899,6
17473489,18863,2
8581059,6320,4
19459015,11597,3
11948528,18265,1
14465536,16996,7
2408535,2391,2
19589267,12370,2
23026544,18830,2
32897,8759,1
746941,18253,1
7985983,10533,2
2314066,16851,2
4669821,10746,1
3029628,6858,10
7189356,12432,1
20720561,19245,3
21286874,11671,2
18542545,16366,1
8384705,2995,2
20364179,12370,1
8254880,3162,8
11508025,1728,6
1048645,10594,4
9060335,5848,2
16547907,8144,46
20123593,4516,12
12613508,18265,39
15206784,17568,1
11009922,6482,1
20255982,10181,7
5645766,18265,1
18406490,12370,1
1522771,6012,3
20472930,12370,1
12145428,1335,4
10375541,12899,2
20357880,18265,65
6718721,10594,1
6497773,19656,74
10050676,10746,2
3372521,19011,1
23059431,3651,4
16677874,10419,1
17004117,16366,1
11952112,11412,1
9872015,18853,22
17961004,10641,6
20585515,17071,2
2675330,6012,1
13886363,18102,3
18176140,7759,1
11913998,16868,4
6019362,1076,6
6480940,1379,1
4778837,10746,3
20123593,19803,2
13235405,16366,1
1098726,8329,2
12996255,18853,4
6601676,10137,1
18779067,11019,6
5802630,18690,1
19220841,8144,3
20123593,13090,14
3828665,6482,1
6797091,12726,4
20123593,5391,8
4311541,12899,1
12339722,6444,2
705783,17562,14
12720004,14894,2
11568265,11931,10
21984407,12370,1
11164109,10520,1
22923931,12899,1
11222505,18265,2
18526868,10265,2
13980235,18265,2
14385101,10271,2
13298803,6349,64
3388792,16678,3
2323477,6675,3
20016270,19074,7
4175103,11019,1
168903,12081,2
20711706,8303,1
3588650,12899,9
1391881,6301,1
12145987,10746,14
1406157,3309,4
11795547,11881,2
13670163,1127,2
14610094,4516,8
3017285,18265,38
370351,6444,2
1873980,6012,7
1160910,16851,1
14733300,19466,2
3862348,4487,2
3826266,9843,2
13806655,2844,3
6165645,1196,8
1522771,10516,3
20910819,7076,1
12953079,3090,1
5924993,12899,9
526507,5782,2
18198037,18265,3
775158,18265,8
11812740,1233,8
17346912,4318,10
3826266,10641,3
13313936,10302,1
21863511,7990,1
9141357,11412,2
5673143,18265,24
16189152,5075,1
21741513,14202,6
1310005,10746,14
8919811,12372,1
20123593,11711,66
1620539,19656,2
9395093,10746,4
2667971,915,17
20123593,5835,8
14690610,11880,1
10066657,16448,1
17000874,16744,1
16113216,19656,8
22361856,11196,2
8805072,2414,10
13075767,4151,1
1390299,16366,20
16695021,4725,4
7637280,19074,10
22141239,9893,1
12767898,11039,9
20398075,12334,1
16193178,19085,1
20025160,4219,8
12738402,3651,2
9761499,12899,3
9601448,10641,2
3590702,5292,1
6493640,5018,3
14384903,10265,8
13116146,9495,1
3558422,2750,2
1988182,9516,1
7303711,8144,1
14407691,8023,2
12035133,12910,2
20150505,7909,11
19227098,16672,1
8333836,19656,2
12684878,7845,1
20135089,1345,2
3488175,14991,4
16694774,10447,5
14920575,18265,2
16661497,12370,3
20396335,18265,1
19559787,7250,3
4760123,5494,2
6055078,10746,9
6596829,6012,142
6978188,6252,6
12510881,18265,24
20200784,11711,2
19107626,7354,2
17498477,6858,5
8495217,18265,7
20403918,10279,4
5125524,6444,1
2616908,11772,2
21675445,3309,16
2942481,4251,6
2908361,6858,1
3239107,18265,2
12262768,17624,8
22334431,7997,1
6954990,11880,1
21765210,3651,2
3826266,11739,6
1304451,8303,4
22683370,18683,4
17476868,18833,16
22553933,5726,1
4449749,10279,22
8379691,4151,2
12886326,12899,5
3046092,10594,1
11581849,16996,5
644752,915,24
4188243,2391,2
15427201,197,3
2567496,10181,2
22098825,11342,4
15289360,9787,1
4773050,11039,6
4207535,2929,8
8804365,3303,1
7291452,4415,8
23056590,7155,1
1642162,2907,2
14956806,11671,8
11913885,19656,2
1882034,16666,2
16933856,10533,3
4067480,10656,2
15383599,3190,2
8966931,3524,9
16473603,1812,1
19309142,8023,7
2915829,10265,6
20123593,10417,2
20723908,4628,1
15795454,3651,2
17346846,4946,2
16189152,3651,5
15775794,6858,2
3364058,12370,2
20123593,14524,26
3936355,1766,2
4321066,12370,7
7769233,12899,2
20123593,12840,12
11911561,13125,1
20936884,17783,1
11453135,3651,1
20128068,17562,2
7680819,6858,3
16776874,12000,1
20598317,11886,3
15073756,12370,1
20133650,10594,3
1175,17728,2
19557962,4892,2
13300740,12899,2
21318927,10746,2
17346846,5835,4
4289384,18265,7
13530609,6125,2
20477332,19419,4
20123593,18946,4
15166257,17562,2
8480951,8130,6
20357880,9787,6
5240857,8144,6
20123593,15065,46
19723075,41,2
21287612,6858,1
14109595,18946,2
8261301,12370,3
4175103,8354,3
9755639,18265,4
5566725,11999,1
8360464,10544,1
11801810,18752,5
21300283,6494,2
19676488,19656,1
13424288,18154,11
14812846,12370,1
22496122,10070,1
12069280,18265,4
12839982,3651,3
10787720,8303,2
21861045,12899,1
243251,10641,4
701666,4309,2
22327226,8144,1
4082552,10275,8
2083548,15929,1
16811574,12519,4
11951911,13125,2
13427181,17489,3
11593704,16244,2
5802630,19089,15
19926546,11880,1
8067025,10746,2
15394601,18265,7
13585,121,3
11123473,8144,4
14834816,17489,3
3505482,18265,2
12145746,6295,12
18036666,18265,4
11446283,4892,2
12490113,431,8
3828665,18690,1
3936204,10099,7
4990235,8303,6
22013489,4701,19
22141239,17673,6
1671157,121,1
8254880,3190,2
16209708,6645,4
18288290,16808,3
13107823,11021,4
8444326,11881,2
3359478,8144,3
3017285,3309,16
3620690,6858,1
22477029,915,10
1988263,16744,1
14715727,10656,2
17445560,13087,14
13535488,3309,1
1449387,17562,4
153805,16366,4
198547,12370,1
22553933,19089,3
8922205,17020,2
7087279,6858,8
18970120,18689,1
2437327,6509,2
19555144,3238,3
15421297,18265,5
19555144,18853,1
15843282,6858,1
2782191,18828,2
5850734,7378,6
22599577,4,2
10900913,9787,1
20123593,14777,24
16090284,18265,2
14354840,12800,2
12181386,10640,1
22908554,11772,4
5209427,6309,1
15746506,7993,1
23015773,10275,14
7410603,7378,2
17118013,7354,1
11677272,10746,6
22553933,7229,3
7763329,10265,4
16362673,10404,2
4060707,10594,1
16889367,6858,1
22817665,915,1
20025160,4435,4
9199019,6349,10
15733100,8144,3
13567638,18265,2
21287612,17562,2
11460858,6306,1
8341307,5923,4
21330369,13144,2
14042507,6012,4
10534126,3651,1
13313954,13087,1
8925574,10746,14
19905857,12519,4
11216896,17489,2
6834237,5979,11
22227676,3238,2
17759071,3651,24
10547598,18853,1
3482077,4946,2
18083688,16366,1
8444468,10594,2
22354926,10181,1
19555144,3131,12
7291452,19447,2
9873034,16856,14
16093771,2907,2
4860069,10746,2
15623943,7975,2
18858247,5166,2
4297967,12370,1
20123593,8733,6
11222505,10137,4
19007968,6012,2
9844476,12370,2
3137426,1233,12
18774571,17020,2
3828665,18265,1
21166063,17385,2
9483496,3651,3
3826266,19501,2
18277726,11772,2
7441215,7155,2
22593736,16547,1
18318581,16899,10
3405851,10746,2
6797091,12675,1
2660976,4701,2
15880267,19466,7
11752106,12899,1
15162075,7076,2
9958422,8144,2
1715942,4341,5
11146,11881,2
22238739,18265,22
19351191,13912,4
2571529,6012,9
1397367,18853,3
15036219,11881,6
16424235,10746,45
12374273,6858,4
2864467,8023,5
20123593,19040,40
13878141,11919,2
13209996,6012,1
10897205,3309,2
2897727,11772,13
17259817,12370,1
22092815,19656,6
6825020,8144,2
21162647,12976,1
3505610,12899,1
20159349,9495,8
18858247,18265,38
12024553,12072,2
13443478,6337,2
1175,17842,14
2206793,12370,1
5091441,12675,9
15501080,18853,9
19121319,12675,4
10105547,18690,1
8624808,18265,1
3488175,11999,6
6192343,17020,1
18062,10594,4
22524387,12899,4
3725712,19266,2
16546259,11039,1
7301795,3651,10
14714747,15047,2
12737986,3309,1
6596829,6011,3
5010835,10746,1
8085748,3651,2
3589806,8433,2
2178998,19230,1
11803933,7155,4
13950083,2638,1
20502924,9618,8
17162541,19656,1
22456695,13087,1
6015580,1233,11
12866691,1728,1
19085099,8714,7
16547207,4892,3
20255982,10137,2
15417627,10207,8
21628756,18148,12
8811102,3651,5
7537360,15744,1
16193178,16204,1
18202865,4,2
10208470,19011,17
3676851,8510,2
19679968,11931,4
15367461,11772,1
20123593,8908,20
8272640,11772,12
9715081,3190,9
32447,8303,4
17383376,11196,2
11667075,13330,1
3751578,11671,2
6982336,16773,2
2812034,10746,8
17594257,7155,8
14085115,12780,18
3621155,16366,3
12625590,10746,2
20123593,10128,2
7529121,4628,1
705783,18265,118
4299259,8143,1
10113378,18102,28
10819774,9516,1
21861962,1127,2
5804695,12899,6
8109802,18844,2
3049521,4946,2
11199334,3651,2
9958422,8951,4
6945243,3238,14
8444439,10108,6
13000906,6301,2
11100171,17783,8
18397650,4892,1
18508441,9750,5
15614609,16574,1
11471393,6125,31
17116765,12370,3
269167,17673,11
4997607,10746,11
937167,12370,1
136381,18265,1
22732040,4415,3
5919354,16366,1
8401895,1379,6
20159349,9399,2
6603589,18265,2
21559692,18265,5
6991625,18265,38
8356315,11039,1
19778838,17562,14
8792571,7953,2
8101138,10746,1
17233201,4892,1
20123593,14979,2
23066853,11342,2
20612325,6858,5
23032288,17562,4
7765744,11772,1
13604664,6645,13
21060841,8303,1
22571968,18265,28
2122442,4628,1
15169037,8303,2
9301987,17943,1
19915207,4341,9
2821126,7378,27
2828612,3651,2
17742754,10746,18
20272972,6185,1
9492929,10265,10
1748549,12899,6
8560088,11772,2
12193279,19074,2
7755996,9329,2
15748068,18844,4
13205620,11039,2
8356315,1813,1
7648891,12899,5
16450584,11772,6
11460858,6628,2
2552121,1233,2
121878,11881,6
17048573,10746,6
18756563,10594,4
19784381,4516,14
8721681,3539,8
15367461,12109,60
1539931,6349,2
18047699,18265,2
10543618,3651,3
16189152,1012,1
7406898,3309,5
17004262,18265,15
21863511,11597,1
8677121,11342,6
19554244,19089,8
16446300,1084,4
19432521,10746,6
20586451,9399,1
12720004,15797,4
22553933,9329,1
9315483,19656,22
136381,10594,2
17502758,18265,1
1310005,11933,22
15275995,12370,1
2794186,7378,9
11823072,11772,7
11224661,7250,28
22314621,10640,2
13693537,11945,2
17445560,18253,1
15740456,17383,2
6292526,18265,6
1779088,6541,1
2782191,18833,6
5438537,18265,8
118506,12000,1
20855082,10594,4
19248403,12973,1
15292375,17568,1
7425974,8750,4
9492929,10279,6
9199019,6552,1
19228239,4516,2
20128068,17943,10
13772966,16366,1
16821744,8908,3
16776874,16205,1
160429,6349,3
9723550,1339,24
19526665,1377,1
15283695,18830,6
20123593,15452,12
8682505,18265,4
5690342,7310,5
5566725,12109,2
12875950,12899,1
18083688,18265,5
3355474,10265,10
8125322,6858,1
7902312,913,2
7303797,17385,2
12374273,7953,2
17591540,12003,2
11935963,11772,21
18394008,17562,1
22914850,18265,4
17811564,8951,2
3052235,18265,2
7293613,12619,3
9306932,8144,6
2906475,5782,4
11695556,18683,1
2439652,12370,1
20123593,10108,6
4110164,10544,4
19025361,12370,2
22246020,17489,13
4558673,11772,1
9137961,8714,18
7182378,13087,1
8624808,18253,1
14348216,4372,4
4407471,16768,2
1211467,12370,1
2440027,8433,16
20012346,9385,4
21652278,11772,12
22217064,9618,2
18118051,3651,4
6039778,10302,3
703992,12315,1
21591183,431,7
6759023,12370,1
9484825,1321,2
13648287,11614,8
2863303,18238,3
17004117,8144,2
6410781,12899,1
18277726,12370,1
4861636,18265,3
11911561,13894,2
16366829,325,2
11681705,2391,8
14733300,18265,8
1660704,12899,1
15039026,18265,1
15036219,12899,1
2224158,5923,2
18161008,1813,8
22236828,10656,6
7415589,16547,1
8447219,11721,4
835380,8144,3
13567881,7378,22
3512508,12963,2
13530609,5848,1
13330281,4309,2
15171394,8144,2
12024698,10746,11
3743735,12370,1
7781742,12370,3
10874351,12550,2
12488513,3651,4
20016330,11768,1
16354699,2391,2
22553933,19867,1
4052997,11931,1
16089839,431,2
5233564,11881,2
10863216,7149,2
15444394,16782,4
22901560,8725,2
18507376,12370,1
19904297,6858,4
23056590,8130,2
15289360,16899,1
6522755,10594,2
12382838,7759,2
6797091,10746,2
5322143,19656,6
6131366,10594,260
18371820,1084,3
20128068,4516,22
9718163,2543,2
14466989,8367,1
3012123,1674,1
17132955,6858,2
8951657,3651,2
18754677,18253,1
13690513,18265,2
20869812,4487,2
20701693,8023,2
5917821,1728,10
9270376,12899,1
16305574,18265,10
3395689,10062,22
7095151,7378,3
1507942,2543,2
20587714,17385,2
3008202,16806,2
6308793,913,1
11729094,4926,4
11823072,10746,3
10414488,11039,4
2666135,18265,137
6826280,3651,14
2700208,12332,2
10093679,10594,8
7539016,10447,4
14465607,11772,2
1165278,12899,2
1658082,11039,6
14470139,16367,1
14120920,7378,13
19459015,11758,1
21861045,4287,4
19894777,19656,2
14961201,12370,1
11911561,8004,1
20011861,915,15
471059,18828,2
3449749,10256,3
6948390,3309,2
7001837,4169,2
14593415,12899,8
274145,19656,2
16189152,4990,1
2358369,3651,9
7519777,6747,16
3826266,3238,4
4885958,10991,1
3137426,1084,2
12401527,4374,10
17268507,7047,1
23017452,10442,4
11496838,4516,1
14348216,4188,1
15427201,7759,2
122322,17020,2
9610227,13881,14
3355474,11772,1
9611240,17842,6
11959659,915,2
16189152,5326,12
3977501,4892,1
17478811,16804,1
17714722,18265,5
7763329,10302,4
4052195,12370,1
4328630,8725,2
2779500,16868,1
17742754,11447,4
22571905,3238,2
3021677,6858,2
20036873,3304,1
21779453,3304,1
3471982,8303,1
5053776,10594,1
7781500,12003,4
12499206,12619,27
701219,12726,2
10138805,9329,2
20123593,5204,2
20123593,12003,18
22465954,3309,6
21310373,4892,1
18984624,18265,9
3755058,11039,2
19722967,14423,24
20123593,11931,16
15077846,18732,20
14495626,11881,2
2783273,18895,7
3590702,5494,3
3951005,18844,22
9509706,12420,2
5012191,8144,2
13616106,19498,1
18508441,13987,8
7429392,18265,14
13302960,16868,1
3241890,17803,2
11460858,7178,2
17252408,10137,1
11148233,3131,2
15958933,19089,12
12145511,4435,1
956385,18265,2
7178702,12003,12
13426183,9258,2
22899994,915,14
15537326,19089,5
16426989,16366,1
21642992,7378,2
18870823,1345,4
11062279,12372,1
19008919,6482,2
22917020,10265,6
15652219,19656,6
20936567,10746,30
14043351,18690,1
3625770,8144,2
7404106,6306,6
22584020,7354,19
19806968,8303,1
3821780,2844,15
18560494,12370,3
13205620,11019,4
3923646,3309,3
12737986,11039,3
17373929,18265,23
234910,5923,6
17373929,3190,3
5804695,17562,1
3393834,8815,24
1786326,10265,15
17701105,17562,12
19713111,13784,35
3029628,10396,2
19320010,3651,2
7211775,12899,2
9849840,18265,6
19084043,9385,1
2828533,10746,30
20038439,10258,1
3977501,12899,1
20272972,6349,5
20357880,3190,19
7907887,11412,6
17077860,17385,2
7769240,19089,5
21047351,10265,10
16788237,12370,1
19953931,6856,4
2346445,913,1
13792190,12775,8
12844432,3651,10
21775904,18727,4
4880855,10746,6
14242614,18102,1
1861724,12899,10
